Unnamed: 0,ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor
3324.0,Champaubert1814,France,48.878621,3.776432,222,Champaubert,1814,"['Napoleonic', 'French', 'Paris', 'Prussian-Russian', 'Bluchers']",Napoleonic Wars (French Campaign),France,"Prussia, Russia",,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p552",,
,Charleroi1815,Belgium,50.4108095,4.444643,"Clodfelter, p168",Charleroi,1815,,Napoleonic Wars (100 Days Campaign),France,Prussia,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p168",,
3450.0,Chateau-Thierry1814,France,49.0459869,3.40262,230,Chateau-Thierry,1814,"['Napoleonic', 'French', 'Paris', 'Prussian-Russian']",Napoleonic Wars (French Campaign),France,Prussia,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p555",,
3476.0,Chaves1809,Portugal,41.7410586,-7.4706046,232,Chaves,1809,"['French', 'Chaves', 'Chaves', 'Silveira']",Napoleonic Wars (Peninsula Campaign),France,Portugal,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p153",,
3694.0,Ciudad Real1809,Spain,38.8617479,-3.826297,248,Ciudad Real,1809,"['Napoleonic', 'Ucles', 'French', 'Medellin']",Napoleonic Wars (Peninsula Campaign),France,Spain,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p535",,
3696.0,Ciudad Rodrigo1810,Spain,40.6013423,-6.5505376,248,Ciudad Rodrigo,1810,"['Ciudad', 'Napoleonic', 'French', 'Portugal', 'Ciudad', 'Spanish', 'Herrasti', 'French']",Napoleonic Wars (Peninsula Campaign),France,Spain,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p154",,
3698.0,Ciudad Rodrigo1812,Spain,40.6013423,-6.5505376,248,Ciudad Rodrigo,1812,"['Wellington', 'Spain', 'Ciudad', 'French', 'British']",Napoleonic Wars (Peninsula Campaign),United Kingdom,France,,,3.0,Land,,No,"The Field and the Forge, Landers, p401",,
3732.0,Coa1810,Portugal,40.6813893,-7.5459623,250,Coa,1810,"['Portuguese', 'Almeida', 'French']",Napoleonic Wars (Peninsula Campaign),France,"United Kingdom, Portugal",,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p154. One French corps vs one British division",1,
3750.0,"Coimbra, Portugal1811",Portugal,40.2288699,-8.4863144,251,"Coimbra, Portugal",1811,"['Portugal', 'Napoleonic', 'Portugal']",Napoleonic War (Peninsula Campaign),Portugal,France,,,,Land,,No,,,
3764.0,Colditz1813,Germany,51.1322353,12.8001398,252,Colditz,1813,"['Napoleonic', 'Lutzen', 'French', 'Russian', 'Leipzig']",Napoleonic Wars (Peninsula Campaign),France,Russia,,,,Land,,No,,,
3822.0,Condeixa1811,Portugal,40.1128075,-8.498689,256,Condeixa,1811,"['French', 'Portugal', 'French']",Napoleonic Wars (Peninsula Campaign),France,"United Kingdom, Portugal",,,,Land,,No,,,
3862.0,Constantinople1807,Turkey,41.0082376,28.9783589,259,Constantinople,1807,"['Turkish', 'French']",Napoleonic Wars (4th Coalition),"Ottoman Empire, France",United Kingdom,,,2.0,Land and Sea,,No,,,
3888.0,Copenhagen1807,Denmark,55.6760968,12.5683372,261,Copenhagen,1807,"['Napoleonic', 'Denmark', 'France', 'Prussia', 'British', 'Hanoverian', 'Danish']",Napoleonic Wars (4th Coalition),"United Kingdom, Hannover",Denmark,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p521",,
3950.0,Corunna1809,Spain,43.3623436,-8.4115401,265,Corunna,1809,"['Napoleonic', 'Spain', 'Portugal', 'Moores British', 'French', 'British', 'Spanish', 'Nationalists', 'Madrid', 'Jarama']",Napoleonic Wars (Peninsula Campaign),United Kingdom,France,,,3.0,Land,,No,"The Field and the Forge, Landers, p392; Encyclopedia of Warfare, Showalter, 2014, p535",,
4018.0,Craonne1814,France,49.439147,3.785613,269,Craonne,1814,"['Napoleonic', 'French', 'Prussian', 'Paris', 'Craonne']",Napoleonic Wars (Peninsula Campaign),France,"Prussia, Russia",,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
4054.0,Crete-a-Perriot1802,Haiti,19.1181536,-72.4743555,271,Crete-a-Perriot,1802,"['Napoleonic', 'Santo', 'Fort Crete', 'French']",Napoleonic Wars (Santo Domingo Campaign),Haitian Rebels,France,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p485",,
4064.0,Croix dOrade1814,France,50.67732,3.148719,272,Croix dOrade,1814,"['Napoleonic', 'Wellington', 'British', 'Croix']",Napoleonic Wars (Peninsula Campaign),United Kingdom,France,,,,Land,,No,,1,
4172.0,"Czarnowo, Mazowieckie1806",Poland,53.1081435,18.2216226,280,"Czarnowo, Mazowieckie",1806,"['Prussians', 'Jena', 'Poland', 'Warsaw', 'Russian']", Napoleonic Wars (4th Coalition)  ,France,Russia,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p151",,
,Czasniki1812,Belarus,54.8565079,29.1349041,"Showalter, p529",Czasniki,1812,,Napoleonic Wars (Russian Campaign),Russia,"France, Swiss Confederation, German allies",,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p529",,
4200.0,Dahlenkirchen1812,Latvia,56.8440229,24.1860433,282,Dahlenkirchen,1812,"['Napoleonic', 'Russian', 'Russia', 'Prussian', 'Baltic', 'Riga', 'Eckau', 'Schlock', 'Russian', 'Riga', 'Prussian']",Napoleonic Wars (Russian Campaign),Russia,Prussia,,,,Land,,No,,,
4278.0,Danzig1813-1814,Poland,54.3520252,18.6466384,287,Danzig,1813-1814,"['Napoleonic', 'Moscow', 'Danzig', 'Germany', 'Rapp']",Napoleonic Wars (Peninsula Campaign),"Wurtemburg, Allies",France,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p77",,
4280.0,Danzig1807,Poland,54.3520252,18.6466384,288,Danzig,1807,"['Danzig', 'Gdansk', 'Prussians', 'Russian']",Napoleonic Wars (4th Coalition),France,Prussia,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p520",,
4410.0,Dennewitz1813,Germany,51.9662756,13.007827,296,Dennewitz,1813,"['Napoleonic', 'Dresden', 'Berlin', 'Swedes', 'French', 'Prussians']",Napoleonic Wars     (War of Liberation)  ,"Sweden, Prussia","France, Saxony",,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
,Deppen1807,Poland,53.9826537,20.3832657,"Clodfelter, p151",Deppen,1807,,Napoleonic Wars (4th Coalition),Russia,France,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p151",,
4584.0,Dominica1805,Dominica,15.414999,-61.370976,308,Dominica,1805,"['Dominica', 'Britain', 'French', 'Roseau', 'French']",Napoleonic Wars (3rd Coalition),United Kingdom,France,,,,Land and Sea,,No,,,
4598.0,Dona Maria1813,Spain,43.116667,-1.666667,309,Dona Maria,1813,"['Napoleonic', 'French', 'British', 'French']",Napoleonic Wars (Peninsula Campaign),United Kingdom,France,,,,Land,,No,,,
,Douro1809,Portugal,41.1698338,-7.8652564,"Harbottle's, p82",Douro,1809,,Napoleonic Wars (Peninsula Campaign),United Kingdom,France,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p82",,
4670.0,Dresden1813,Germany,51.0504088,13.7372621,313,Dresden,1813,"['Dresden', 'French', 'Austria', 'Dresden', 'Prussians']",Napoleonic Wars (War of Liberation),France,"Prussia, Russia, Austria",,,4.0,Land,,No,"The Field and the Forge, Landers, p392",,
4766.0,Durango1808,Spain,43.1581081,-2.6735412,320,Durango,1808,"['Napoleonic', 'Bilbao', 'French', 'Spanish', 'Bilbao', 'Valmaseda']",Napoleonic Wars (Peninsula Campaign),France,Spain,,,,Land,,No,,,
4778.0,Durrenstein1805,Austria,48.4835219,15.0545048,320,Durrenstein,1805,"['Napoleonic', 'Vienna', 'French', 'Russian', 'Durrenstein']",Napoleonic Wars (3rd Coalition),Russia,France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p514; Harbottle's Dictionary of Battles, George Bruce, 1979, p85",,
4812.0,Ebelsberg1809,Austria,48.2494492,14.3652037,323,Ebelsberg,1809,"['Napoleonic', 'Bavaria']",Napoleonic Wars (5th Coalition),France,Austria,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p545",,
4828.0,Echalar1813,Spain,43.233817,-1.6378219,324,Echalar,1813,"['Echalar', 'France']",Napoleonic Wars (Peninsula Campaign),United Kingdom,France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p543",,
4836.0,Eckau1812,Latvia,56.5903078,24.1711397,325,Eckau,1812,"['Russian', 'Russia', 'Prussians', 'Baltic', 'Riga', 'Russian', 'English', 'Eckau']",Napoleonic Wars (Russian Campaign),Prussia,"Russia, United Kingdom",,,,Land,,No,,,
4840.0,Eckmuhl1809,Germany,48.8440833,12.1821501,325,Eckmuhl,1809,"['Napoleonic', 'Austria', 'Bavaria', 'Austrian', 'Austrians']",Napoleonic Wars (5th Coalition),France,Austria,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
4908.0,Elba1811,Spain,40.5157801,-6.5446189,329,Elba,1811,"['French', 'Italian', 'Elba', 'France', 'Tuscan', 'French', 'French', 'French', 'Napoleonic', 'French', 'Portuguese']",Napoleonic Wars (Peninsula Campaign),"United Kingdom, Portugal",France,,,,Land,,No,,,
4912.0,Elchingen1805,Germany,48.4575946,10.104474,330,Elchingen,1805,"['Austrian', 'French']",Napoleonic Wars (3rd Coalition),France,Habsburg Empire,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p88. Ney's VI Corps (approx strength 24,000 (Clodfelter, p149)) vs 20,000 Austrians",,
4948.0,El Ronquillo1810,Spain,37.7255933,-6.1789593,332,El Ronquillo,1810,"['Napoleonic', 'Spain', 'French']",Napoleonic Wars (Peninsula Campaign),France,Spain,,,,Land,,No,,,
5060.0,Espinosa1808,Spain,43.0773479,-3.5521721,340,Espinosa,1808,"['Napoleonic', 'Spain', 'Bilbao']",Napoleonic Wars (Peninsula Campaign),France,Spain,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p533; Harbottle's Dictionary of Battles, George Bruce, 1979, p90",,
5110.0,Evora1808,Portugal,38.571431,-7.913502,343,Evora,1808,"['Napoleonic', 'Portugal', 'French', 'Spain', 'Evora', 'Lisbon', 'Portuguese-Spanish']",Napoleonic Wars (Peninsula Campaign),France,"Spain, Portugal",,,,Land,,Battle followed by massacre,,,
5118.0,Eylau1807,Russia,54.384104,20.6466037,343,Eylau,1807,"['Napoleonic', 'French', 'Prussia', 'Russians', 'Bagrationovsk', 'Prussians']",Napoleonic Wars (4th Coalition),France,"Prussia, Russia",,,3.0,Land,,No,"The Field and the Forge, Landers, p391",,
5210.0,Ferrara1815,Italy,44.8381237,11.619787,351,Ferrara,1815,"['Austria', 'Italy', 'Po', 'Ferrara', 'Tolentino']",Napoleonic Wars (100 Days),Austria,Naples,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p92",,
5228.0,Figueras1811,Spain,42.2655066,2.9581046,352,Figueras,1811,"['Napoleonic', 'Spanish', 'Catalonian', 'French', 'French']",Napoleonic Wars (Peninsula Campaign),France,Spain,,,,Land,,No,,,
5258.0,Fismes1814,France,49.3073229,3.680304,354,Fismes,1814,"['French', 'Bluchers', 'Russian']",Napoleonic Wars (French Campaign),"Prussia, Russia",France,,,,Land,,No,,,
5298.0,Flushing1809,Netherlands,51.4536672,3.5709125,357,Flushing,1809,"['Napoleonic', 'Antwerp', 'British', 'Flushing', 'British']",Napoleonic Wars (5th Coaliton),United Kingdom,France,,,2.0,Land,,No,,,
5304.0,Foix1812,France,42.964127,1.605232,357,Foix,1812,"['French', 'Spain', 'Valencia', 'Spanish', 'French', 'Foix', 'Toulouse', 'Ariege']",Napoleonic Wars (Peninsula Campaign),Spain,France,,,,Land,,No,,,
5328.0,Fort Balaguer1813,Spain,40.9661263,0.8768012,359,Fort Balaguer,1813,"['Napoleonic', 'Tarragona', 'French', 'Valencia']",Napoleonic Wars (Peninsula Campaign),United Kingdom,France,,,,Land,,No,,,
5486.0,Foule Point1811,Mauritius,-17.6983401,49.5199715,370,Foule Point,1811,"['Napoleonic', 'French', 'Madagascar', 'French', 'France']",Napoleonic Wars (5th Coalition),United Kingdom,France,,,1.0,Sea,,No,,1,
5496.0,Foz dAronce1811,Portugal,40.1565132,-8.2828688,370,Foz dAronce,1811,"['Napoleonic', 'French', 'Portugal', 'Wellington', 'Redhina', 'Cazal Novo']",Napoleonic Wars (Peninsula Campaign),United Kingdom,France,,,,Land,,No,,,
5560.0,Friedland1807,Russia,54.433333,21.033333,374,Friedland,1807,"['Napoleonic', 'Eylau', 'Russians', 'Friedland', 'Pravdinsk', 'Prussians', 'Russians']",Napoleonic Wars (4th Coalition),France,Russia,,,3.0,Land,,No,"The Field and the Forge, Landers, p391",,
5582.0,Fuengirola1810,Spain,36.544148,-4.6249439,376,Fuengirola,1810,"['Napoleonic', 'French', 'Malaga', 'British']",Napoleonic Wars (Peninsula Campaign),"France, Duchy of Warsaw","United Kingdom, Spain",,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p536",,
5588.0,Fuente de Cantos1810,Spain,38.2482065,-6.3133935,376,Fuente de Cantos,1810,"['Napoleonic', 'Villagarcia', 'Spanish', 'Seville']",Napoleonic Wars (Peninsula Campaign),France,"Spain, Portugal",,,,Land,,No,,,
5590.0,Fuentes dOnoro1811,Spain,40.592568,-6.8153333,376,Fuentes dOnoro,1811,"['Napoleonic', 'French', 'Almeida', 'France', 'Portugal']",Napoleonic Wars (Peninsula Campaign),United Kingdom,France,,,3.0,Land,,No,"The Field and the Forge, Landers, p382",,
,Gaeta1806,Italy,41.2107299,13.5714285,"Clodfelter, p147",Gaeta,1806,,Napoleonic Wars (3rd Coalition),France,Naples,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p147",,
5652.0,Gamonal1808,Spain,39.9613092,-4.9597661,381,Gamonal,1808,"['Napoleonic', 'Spain', 'Madrid', 'Ruevena', 'Spanish']",Napoleonic Wars (Peninsula Campaign),France,Spain,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p151",,
5670.0,Garcia Hernandez1812,Spain,40.418299,-3.691188,383,Garcia Hernandez,1812,"['Napoleonic', 'Wellington', 'French', 'French', 'Wellington', 'Madrid']",Napoleonic Wars (Peninsula Campaign),"United Kingdom, German Legion",France,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p541",,
5688.0,Garris1814,France,43.340577,-1.058677,384,Garris,1814,"['Wellington', 'Bayonne', 'France', 'Garris']",Napoleonic Wars (Peninsula Campaign),United Kingdom,France,,,,Land,,No,,,
5724.0,Gebora1811,Spain,38.9205203,-6.9426087,387,Gebora,1811,"['Napoleonic', 'French', 'Spanish', 'Mendizabal', 'Badajoz']",Napoleonic Wars (Peninsula Campaign),France,Spain,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p537",,
5728.0,Gefrees1809,Germany,50.0960073,11.7365825,387,Gefrees,1809,"['Napoleonic', 'Austria', 'Bavaria', 'Beyreuth', 'Austrian', 'Austrian', 'Znaim']",Napoleonic Wars (5th Coalition),"Austria, Brunswick","France, Bavaria",,,2.0,Land,,No,"Encyclopedia of Warfare, 2014, p546",,
5778.0,Gerona1808,Spain,41.9794005,2.8214264,390,Gerona,1808,"['Napoleonic', 'Gerona', 'France', 'Barcelona', 'French', 'Spanish', 'Reille']",Napoleonic Wars (Peninsula Campaign),Spain,France,,,2.0,Land,,No,"The Field and the Forge, Landers, p401",,
5780.0,Gerona1809,Spain,41.9794005,2.8214264,390,Gerona,1809,"['Napoleonic', 'Gerona', 'French', 'Spanish']",Napoleonic Wars (Peninsula Campaign),France,Spain,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p535",,
5950.0,Golymin1806,Poland,52.808311,20.881001,401,Golymin,1806,"['Jena', 'Auerstadt', 'Poland']",Napoleonic Wars (4th Coalition),Draw,,France,Russia,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p519",,
5984.0,Goree1804,Senegal,14.6678596,-17.3989282,403,Goree,1804,"['Napoleonic', 'French', 'West African', 'Senegal', 'British']",Napoleonic Wars (4th Coalition),United Kingdom,France,,,1.0,Land and Sea,,No,"Clodfelter, Warfare and Armed Conflict, p145",,
5990.0,Gorodeczno1812,Poland,53.3864102,19.7759878,404,Gorodeczno,1812,"['Napoleonic', 'Russian', 'Russia', 'Smolensk', 'French', 'Russians']",Napoleonic Wars (Russian Campaign),"France, Austria",Russia,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p105",,
6026.0,Grand Port1810,Mauritius,-20.4203969,57.5517723,406,Grand Port,1810,"['Napoleonic', 'Isle de la Passe', 'French', 'British']",Napoleonic Wars (4th Coalition),France,United Kingdom,,,1.0,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p146",1,
6086.0,Grijon1809,Portugal,41.0305741,-8.598983,410,Grijon,1809,"['French', 'Portugal', 'Portuguese']",Napoleonic Wars (Peninsula Campaign),France,United Kingdom,,,,Land,,No,,,
6108.0,Grossbeeren1813,Germany,52.3594201,13.3089427,412,Grossbeeren,1813,"['Bautzen', 'Russia', 'Berlin', 'Prussians', 'Swedes', 'French']",Napoleonic Wars (War of Liberation),"Sweden, Prussia, Russia","France, Saxony",,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p550",,
6144.0,Guadeloupe1810,Guadeloupe,16.265,-61.551,414,Guadeloupe,1810,"['Napoleonic', 'Britain', 'West Indian', 'Guadeloupe', 'French', 'Britain', 'French', 'France']",Napoleonic Wars (4th Coalition),United Kingdom,France,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p548",,
6182.0,Guarda1812,Portugal,40.5308408,-7.2221421,417,Guarda,1812,"['French', 'Portugal', 'Portuguese', 'Upper Beira', 'Portuguese', 'Badajoz']",Napoleonic Wars (Peninsula Campaign),France,Portugal,,,,Land,,No,,,
6194.0,Guenes1808,Spain,43.2083909,-3.1024932,417,Guenes,1808,"['Bilbao', 'Valmaseda', 'French', 'Blake']",Napoleonic Wars (Peninsula Campaign),France,Spain,,,,Land,,No,,,
6200.0,Guetaria1812,Spain,43.3077339,-2.2021494,418,Guetaria,1812,"['Napoleonic', 'British', 'Spain', 'Salamanca', 'Bayonne']",Napoleonic Wars (Peninsula Campaign),France,"Spain, United Kingdom",,,,Land,,No,,,
6248.0,Gunzburg1805,Germany,48.4528412,10.2775127,421,Gunzburg,1805,"['Napoleonic', 'Austrian', 'Bavaria', 'Gunzburg']",Napoleonic Wars (4th Coalition),France,Habsburg Empire,,,,Land,,No,,,
6304.0,Hagelsberg1813,Germany,52.1386234,12.5081896,425,Hagelsberg,1813,"['French', 'Hagelsberg', 'Prussian', 'French', 'Magdeburg']",Napoleonic Wars (War of Liberation),"Prussia, Russia",France,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p165",,
6342.0,Halle1806,Germany,51.4969802,11.9688029,428,Halle,1806,"['Napoleonic', 'Prussian', 'Jena', 'Halle', 'Leipzig', 'Prussians']",Napoleonic Wars (4th Coalition),France,Prussia,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p150",,
6364.0,Hamburg1813-1814,Germany,53.5510846,9.9936819,429,Hamburg,1813-1814,"['Napoleonic', 'French']",Napoleonic Wars (War of Liberation),Draw,,France,Prussia,3.0,Land,,No,"The Field and the Forge, Landers, p401",,
6382.0,Hanau1813,Germany,50.1264123,8.9283105,431,Hanau,1813,"['Leipzig', 'Bavarian', 'Hanau', 'Frankfurt', 'Bavarian']",Napoleonic Wars (War of Liberation),France,Bavaria,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
6480.0,Haslach1805,Germany,48.429541,9.9781426,437,Haslach,1805,"['Michelberg Heights', 'Austrian']",Napoleonic Wars (3rd Coalition),France,Habsburg Empire ,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p514",,
6496.0,Hausen1809,Germany,49.6894285,11.0318219,438,Hausen,1809,"['Napoleonic', 'French', 'Spain', 'Austria', 'Bavaria', 'Prince Herman', 'French', 'Regensburg']",Napoleonic Wars (5th Coalition),France,Austria,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p545",,
6528.0,Heilsberg1807,Poland,54.1249116,20.5859507,441,Heilsberg,1807,"['Napoleonic', 'Russian', 'Marshals', 'Lidzbark', 'Russians', 'Friedland', 'Arabia', 'Ottoman', 'Egypt', 'Egyptian', 'Medina', 'Mecca', 'Turkey', 'Arab']",Napoleonic Wars (4th Coalition),Russia,France,,,3.0,Land,,No,"The Field and the Forge, Landers, p391",,
6700.0,Hof1807,Germany,50.3135391,11.9127814,452,Hof,1807,"['Russian', 'Prussia', 'French', 'Landsberg', 'Russian', 'Russian', 'Eylau']",Napoleonic Wars (4th Coalition),France,Russia,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p151",,
6718.0,Hollarbrunn1805,Austria,48.5625696,16.0787228,453,Hollarbrunn,1805,"['Vienna', 'Russian', 'Vienna']",Napoleonic Wars (3rd Coalition),Russia,France,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p514-51",,
,Hoogstraaten1814,Belgium,51.4404461,4.6886325,"Clodfelter, p167",Hoogstraaten,1814,,Napoleonic Wars (French Campaign),Prussia,France,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p167",,
6776.0,Hostalrich1809,Spain,41.7433285,2.6276966,,Hostalrich,1809,[],Napoleonic Wars,Spain,France,,,,Land,,No,,,
6782.0,Hoyerswerda1813,Germany,51.4388605,14.2536419,457,Hoyerswerda,1813,"['Berlin', 'Prussian', 'French', 'Dresden']",Napoleonic Wars (War of Liberation),France,Prussia,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p164",,
6824.0,Huebra1812,Spain,40.783153,-6.1304806,460,Huebra,1812,"['Napoleonic', 'Anglo', 'Portuguese', 'Wellington', 'San Munoz', 'French']",Napoleonic Wars (Peninsula Campaign),"United Kingdom, Portugal",France,,,,Land,,No,,,
6854.0,Huningue1815,France,47.593723,7.581459,462,Huningue,1815,"['French', 'Huningue', 'Swiss']",Napoleonic Wars (100 Days),Habsburg Empire,France,,,3.0,Land,,No,,,
6898.0,Igualada1809,Spain,41.5849177,1.612949,466,Igualada,1809,"['Napoleonic', 'Spanish', 'Igualada', 'Barcelona', 'Spanish']",Napoleonic Wars (Peninsula Campaign),France,Spain,,,,Land,,No,,,
6986.0,Inkovo1812,Russia,54.9743388,31.3688253,472,Inkovo,1812,"['Russian', 'Russia', 'Dnieper', 'Smolensk', 'French', 'Smolensk']",Napoleonic Wars (Russian Campaign),Russia,France,,,,Land,,No,,,
7018.0,Ionian Islands1810,Greece,37.9525187,19.1367458,474,Ionian Islands,1810,[],Napoleonic Wars (5th Coalition),United Kingdom,France,,,,Land and Sea,,No,,,
,Ionkovo1807,Poland,50.9698752,17.3657792,"Clodfelter, p151",Ionkovo,,,Napoleonic Wars (4th Coalition),Russia,France,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p151",,
7048.0,Irurzun1813,Spain,42.9192528,-1.8275668,476,Irurzun,1813,"['French', 'Vitoria', 'French', 'Pamplona', 'Irurzun']",Napoleonic Wars (Peninsula Campaigns),United Kingdom,France,,,,Land,,No,,,
7124.0,Jacobovo1812,Belarus,55.5394782,28.8509048,481,Jacobovo,1812,"['Russian', 'Russia', 'Russians', 'Polotsk', 'Polotsk']",Napoleonic Wars (Russian Campaign),France,Russia,,,,Land,,No,,,
7126.0,Jaen1810,Spain,37.7795941,-3.7849057,481,Jaen,1810,['Spanish'],Napoleonic Wars (Peninsula Campaign),Pro-Napoleon Spanish Government,Spanish Rebels,,,,Land,,No,,,
,Java1811,Indonesia,-6.1274945,106.9047309,"Clodfelter, p145",Java,1811,,Napoleonic Wars (3rd Coalition),United Kingdom,Netherlands,,,2.0,Land and Sea,,No,"Clodfelter, Warfare and Armed Conflict, p144; For location - https://blogs.bl.uk/asian-and-african/2014/08/the-british-capture-of-java-1811.html",,
7246.0,Jena1806,Germany,50.927054,11.5892372,489,Jena,1806,"['Prussian', 'Jena']",Napoleonic Wars (4th Coalition),France,Prussia,,,3.0,Land,,No,"The Field and the Forge, Landers, p391",,
,Jogjakarta1812,Indonesia,-7.7955798,110.3694896,"Clodfelter, p145",Jogjakarta,1812,,Napoleonic Wars (3rd Coalition),United Kingdom,Javanese ,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p145",,
,Jutas1808,Finland,63.4965485,22.5146872,"Showalter, p568",Jutas,1808,,Napoleonic Wars (Russo-Swedish War),Sweden,Russia,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p567-568",,
7380.0,Juthas1808,Finland,63.4965581,22.5146872,498,Juthas,1808,"['Napoleonic', 'Russian', 'Finland', 'Russian', 'Swedish', 'Russians', 'Swedish', 'Oravais']",Napoleonic Wars (Russo-Swedish War),Sweden,Russia,,,,Land,,No,,,
7468.0,Kalisch1813,Poland,51.7672799,18.0853462,504,Kalisch,1813,"['Napoleonic', 'Russian', 'Moscow', 'Poland', 'Prussian', 'Lodz', 'Russian']",Napoleonic Wars (Russian Campaign),Russia,Saxony,,,,Land,,No,,,
7654.0,Katzbach1813,Germany,51.1249155,16.0020407,516,Katzbach,1813,"['Russia', 'Prussians', 'Liegnitz']",Napoleonic Wars (War of Liberation),Prussia,France,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
7656.0,Kauhajoki1808,Finland,62.4363332,22.1875413,516,Kauhajoki,1808,"['Napoleonic', 'Russo', 'Finland', 'Swedish', 'Kauhajoki', 'Russian', 'Russians']",Napoleonic Wars (Russo-Swedish War),Sweden,Russia,,,,Land,,No,,,
,Klystitsy1812,Belarus,55.8872431,28.5826283,"Showalter, p526",Klystitsy,1812,,Napoleonic Wars (Russia Campaign),Russia,France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p526",,
7956.0,Kobryn1812,Belarus,52.2141109,24.3581792,536,Kobryn,1812,"['Russian', 'Russia', 'Kobryn']",Napoleonic Wars (Russian Campaign),Russia,Saxony,,,,Land,,No,,,
7976.0,Kokonsaari1808,Finland,61.766667,28.7644783,538,Kokonsaari,1808,"['Napoleonic', 'Vasa', 'Russian', 'Swedish', 'Russians', 'Swedish', 'Swedes', 'Kokumbona', 'Gifu', 'Kokumbona']",Napoleonic Wars (Russo-Swedish Wars),Russia,Sweden,,,,Land,,No,,,
,Kolberg1807,Poland,54.1751721,15.5297816,"Showalter, p521",Kolberg,1807,,Napoleonic Wars (4th Coalition),France,Prussia,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p520",,
8016.0,Konigsberg1807,Russia,54.7104264,20.4522144,540,Konigsberg,1807,"['Russia', 'Friedland', 'Kaliningrad', 'Prussian', 'Baltic', 'France', 'Russia']",Napoleonic Wars (4th Coalition),France,Russia,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p151",,
